CODE,YEAR,MONTH,LAT,LON,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,ALLSKY_SRF_ALB,CLOUD_AMT,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,PRECTOTCORR,PRECTOTCORR_SUM,PS,QV2M,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TOA_SW_DWN,TS,MAIZE,WHEAT,RICE,SOYBEAN
MEX,2014,8,19.5,-98.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.51,0.59,3.44,106.67,75.69,9.86,77.35,13.93,9.43,11.68,23.32,5.44,12.29,0.0,14.4,0.0,0.0,0.0,0.0
MEX,2023,10,21.0,-103.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.47,2.47,76.44,82.79,12.0,69.44,20.25,13.67,16.96,29.72,11.29,12.12,0.0,20.9,0.0,0.0,0.0,294.15
MEX,2010,1,26.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.38,0.16,4.95,82.04,4.13,54.91,8.35,-2.0,3.17,23.08,-4.14,16.97,0.0,8.68,0.0,0.0,0.0,0.0
MEX,2011,1,20.5,-98.5,28.39,7.05,4.9,19.68,15.86,0.93,0.02,1.4,0.12,42.97,8.41,19.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.73,0.0,0.0,0.0,0.0,0.0
NOR,2012,2,62.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.73,2.29,66.33,86.64,2.01,94.06,-9.49,-10.7,-10.09,0.69,-23.23,7.26,0.0,-11.54,0.0,0.0,0.0,0.0
MEX,2020,3,25.5,-103.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.34,0.17,0.01,0.44,86.14,5.44,33.37,21.38,2.03,11.7,37.95,5.13,17.59,0.0,23.28,0.0,0.0,0.0,0.0
NOR,1993,11,59.5,9.5,21.41,1.05,1.53,0.0,1.69,0.0,0.0,0.0,0.0,44.4,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0
MEX,2025,3,23.0,-97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.42,1.37,42.34,101.35,14.79,83.03,23.25,20.06,21.65,28.96,20.23,1.58,0.0,23.37,0.0,0.0,0.0,0.0
MEX,2011,12,21.0,-103.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.28,0.0,0.0,84.88,6.84,51.36,17.33,5.65,11.49,28.23,7.07,17.26,0.0,16.77,0.0,0.0,0.0,0.0
MEX,2008,12,26.5,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.5,0.48,0.0,0.02,83.57,5.39,56.52,11.39,1.94,6.66,24.81,-4.11,15.93,0.0,11.15,0.0,0.0,0.0,0.0
NOR,1984,5,60.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.77,0.8,4.28,132.55,94.68,6.02,79.72,8.59,4.81,6.7,20.01,-3.4,9.22,0.0,8.51,0.0,0.0,0.0,0.0
NOR,2003,7,60.5,10.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.76,0.79,4.38,135.8,96.4,9.85,80.79,16.65,13.0,14.82,26.76,8.6,8.03,0.0,16.89,0.0,0.0,0.0,0.0
NOR,2013,2,59.5,9.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.83,0.82,1.29,36.1,96.71,2.26,98.65,-7.23,-7.81,-7.52,0.75,-18.42,7.43,0.0,-7.99,0.0,0.0,0.0,0.0
MEX,2021,10,20.5,-97.5,36.12,7.86,6.99,14.62,16.67,1.04,0.03,1.61,0.12,65.83,9.92,21.3,0.71,0.73,0.76,4.95,153.55,99.4,16.56,82.2,25.08,21.62,23.35,37.2,16.66,7.65,31.58,24.89,0.0,0.0,0.0,438.23
NOR,2015,2,62.5,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.74,0.76,1.68,46.92,90.43,2.54,97.9,-6.29,-6.94,-6.62,0.68,-16.29,5.77,0.0,-6.86,0.0,0.0,0.0,0.0
NOR,1996,2,61.0,8.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.69,0.71,2.33,67.5,86.99,1.43,98.11,-13.79,-14.24,-14.02,-0.9,-24.51,7.41,0.0,-15.91,0.0,0.0,0.0,0.0
MEX,2023,9,23.5,-105.5,32.54,9.56,7.24,19.39,20.94,1.3,0.04,2.24,0.13,54.48,11.42,25.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.97,0.0,0.0,0.0,0.0,0.0
MEX,2016,1,19.0,-105.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.67,0.93,0.47,14.47,101.34,14.8,71.32,25.9,20.28,23.09,28.48,24.01,0.88,0.0,27.2,0.0,0.0,0.0,0.0
MEX,2011,5,20.5,-99.5,29.91,10.91,8.25,21.17,25.11,1.44,0.04,2.71,0.13,32.11,11.9,27.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.24,0.0,0.0,0.0,0.0,0.0
MEX,2018,11,25.5,-101.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.58,0.55,0.1,3.1,84.99,7.02,64.45,13.16,5.5,9.33,28.32,-5.87,15.08,0.0,13.56,848.73,0.0,1587.22,0.0
MEX,2018,1,24.0,-106.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.59,0.28,0.01,0.35,91.53,4.47,30.78,19.56,0.36,9.96,31.51,10.12,15.29,0.0,18.59,0.0,0.0,0.0,0.0
NOR,2017,6,60.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.77,0.79,5.85,175.44,91.22,6.33,80.59,9.18,5.57,7.38,19.49,-0.7,8.63,0.0,9.69,0.0,0.0,0.0,0.0
MEX,2018,3,24.5,-105.5,23.52,11.13,4.24,34.57,25.59,1.5,0.04,2.51,0.13,22.47,11.55,26.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.68,0.0,0.0,0.0,0.0,0.0
MEX,2009,5,19.5,-104.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.21,0.5,15.44,92.97,10.91,53.48,25.34,13.73,19.53,34.67,17.39,13.28,0.0,26.73,0.0,0.0,0.0,0.0
MEX,2016,7,19.0,-106.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.59,204.16,101.23,19.16,78.76,28.59,24.54,26.56,29.61,25.58,0.82,0.0,29.8,0.0,0.0,0.0,0.0
MEX,2021,2,26.0,-101.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.2,0.03,0.97,86.82,4.08,39.43,14.37,-1.69,6.34,30.86,-3.55,18.32,0.0,15.45,0.0,0.0,0.0,0.0
MEX,2012,7,19.5,-103.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.67,0.71,4.79,148.49,88.52,14.23,77.98,22.08,17.45,19.77,30.7,16.2,9.16,0.0,22.96,0.0,0.0,0.0,0.0
MEX,2018,3,21.0,-98.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.52,0.5,1.32,40.94,90.58,10.6,67.99,20.53,12.99,16.76,35.14,11.79,13.44,0.0,21.5,0.0,0.0,0.0,0.0
NOR,1984,9,62.5,11.5,26.81,3.72,6.34,0.0,7.17,0.0,0.0,0.0,0.0,78.26,0.0,13.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.57,0.0,0.0,0.0,0.0,0.0
MEX,2016,7,21.5,-100.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,2.94,91.03,80.99,11.8,72.21,19.34,13.18,16.26,28.44,12.23,11.92,0.0,21.08,0.0,0.0,0.0,0.0
MEX,2016,8,25.5,-103.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.53,0.53,5.0,154.88,87.88,13.66,63.23,25.2,16.68,20.94,35.89,16.54,11.61,0.0,26.51,0.0,0.0,0.0,0.0
MEX,2019,12,23.0,-101.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.41,0.71,22.04,79.47,5.89,58.74,11.85,2.38,7.12,25.37,-2.38,15.53,0.0,12.15,0.0,0.0,0.0,0.0
MEX,2009,4,19.0,-103.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.16,0.0,0.08,88.92,7.1,40.32,23.75,6.4,15.08,37.21,13.12,18.83,0.0,26.05,0.0,0.0,0.0,0.0
NOR,2018,5,59.5,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.69,0.72,0.88,27.28,100.5,7.79,75.06,14.82,9.92,12.37,27.3,2.06,10.27,0.0,14.59,0.0,0.0,0.0,0.0
MEX,2009,6,23.5,-104.5,29.78,10.22,9.05,17.12,22.26,1.44,0.04,2.68,0.16,69.31,13.54,30.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.04,0.0,0.0,831.62,0.0,0.0
MEX,2025,8,25.5,-101.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.55,0.52,1.88,58.26,84.26,11.67,61.88,22.57,13.63,18.1,32.74,13.98,13.95,0.0,24.14,0.0,0.0,0.0,0.0
PRY,1984,8,-20.5,-55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.6,0.5,2.59,80.3,97.5,9.04,53.17,22.72,11.37,17.05,37.44,5.86,15.37,0.0,23.25,0.0,0.0,0.0,0.0
NOR,2021,12,61.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.73,0.76,1.04,32.14,90.55,1.91,98.96,-10.2,-10.62,-10.41,0.26,-20.98,4.44,0.0,-11.29,0.0,0.0,0.0,0.0
MEX,2022,8,25.5,-102.5,34.17,10.1,8.98,16.36,21.96,1.38,0.04,2.34,0.21,62.15,12.23,26.87,0.46,0.46,0.26,0.54,16.72,86.97,11.32,45.78,27.41,13.53,20.47,37.87,19.39,12.03,37.96,30.06,0.0,0.0,0.0,0.0
MEX,2012,3,25.0,-97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.55,0.51,0.47,14.49,101.46,13.84,84.61,21.84,18.97,20.41,26.42,12.77,2.83,0.0,21.96,0.0,0.0,0.0,0.0
MEX,2019,12,20.0,-106.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.82,0.98,0.31,9.6,101.25,15.93,76.77,25.89,21.49,23.69,28.29,23.56,0.75,0.0,27.16,0.0,0.0,0.0,0.0
MEX,2013,2,24.5,-101.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.22,0.0,0.07,80.22,3.81,36.29,13.68,-4.16,4.76,26.18,0.28,18.56,0.0,14.86,0.0,0.0,0.0,0.0
MEX,2017,5,26.0,-106.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.38,0.28,0.03,0.89,75.62,4.06,34.17,15.44,-3.86,5.79,31.54,1.87,20.4,0.0,15.27,0.0,0.0,0.0,0.0
MEX,2009,3,25.5,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.38,0.33,0.29,9.08,92.58,6.78,48.25,19.67,5.59,12.63,36.82,4.06,16.52,0.0,20.72,0.0,0.0,0.0,0.0
MEX,2014,4,23.5,-105.5,26.45,12.1,6.78,30.84,27.53,1.64,0.05,2.72,0.13,37.28,12.88,29.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.68,0.0,0.0,0.0,0.0,0.0
MEX,2014,9,23.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.71,0.73,9.95,298.6,86.09,13.68,83.17,19.81,16.43,18.12,31.65,12.57,9.3,0.0,20.65,0.0,0.0,0.0,0.0
MEX,2014,12,21.0,-102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.53,0.54,0.12,3.67,81.01,7.68,67.41,13.72,6.76,10.24,24.67,3.72,13.7,0.0,13.89,0.0,0.0,0.0,0.0
NOR,2017,8,62.5,11.5,27.08,5.87,8.58,8.71,12.36,0.88,0.01,0.85,0.16,81.65,9.5,21.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.03,0.0,0.0,798.37,0.0,0.0
NOR,1984,2,62.0,6.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.8,0.78,4.35,126.17,91.77,2.32,95.75,-7.2,-8.2,-7.7,0.55,-19.9,6.2,0.0,-8.94,0.0,0.0,0.0,0.0
MEX,2013,11,22.5,-104.5,28.38,7.08,5.27,19.1,15.48,0.94,0.02,1.4,0.12,48.56,8.7,19.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.49,0.0,761.49,0.0,1159.85,0.0
MEX,2024,3,24.5,-105.5,22.17,10.66,5.75,31.38,24.94,1.45,0.04,2.32,0.13,31.6,11.57,27.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,0.0,0.0,0.0,0.0,0.0
NOR,1989,8,61.5,7.5,26.17,6.31,8.2,0.0,11.78,0.0,0.0,0.0,0.0,72.91,0.0,22.08,0.92,0.85,0.82,7.12,220.66,88.63,6.03,89.19,6.27,4.55,5.41,14.78,0.01,5.53,30.46,6.11,0.0,0.0,0.0,0.0
NOR,2012,8,61.5,10.5,27.56,6.26,7.71,12.33,13.21,0.91,0.02,0.89,0.15,73.58,9.57,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.32,0.0,0.0,547.59,0.0,0.0
MEX,2020,10,26.5,-99.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.52,0.43,0.28,8.74,99.73,11.76,60.66,25.05,15.63,20.34,38.48,8.07,14.23,0.0,26.23,0.0,0.0,0.0,379.65
MEX,2015,6,25.5,-103.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.42,1.85,55.59,87.81,12.29,55.49,25.82,14.95,20.39,38.25,15.61,12.57,0.0,28.05,0.0,832.3,0.0,0.0
MEX,2017,6,21.0,-98.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.54,3.99,119.63,97.48,16.02,70.91,27.5,20.88,24.19,38.1,20.88,10.71,0.0,28.85,0.0,789.87,0.0,0.0
MEX,2010,8,26.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.53,1.78,55.27,82.21,12.13,63.16,22.22,13.83,18.02,31.65,14.07,13.02,0.0,23.35,0.0,0.0,0.0,0.0
MEX,2016,5,21.5,-103.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.22,0.45,13.83,81.51,7.35,37.61,23.75,5.45,14.6,36.26,12.71,17.9,0.0,26.38,0.0,0.0,0.0,0.0
MEX,2009,2,20.5,-98.5,29.1,8.18,5.21,21.21,18.33,1.09,0.03,1.8,0.12,43.85,9.77,22.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.59,0.0,0.0,0.0,0.0,0.0
MEX,2020,5,20.0,-104.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.42,0.22,0.4,12.32,87.63,7.73,38.95,24.94,7.32,16.13,36.69,12.43,18.06,0.0,26.32,0.0,0.0,0.0,0.0
MEX,2022,5,26.5,-98.5,35.57,10.88,7.52,21.28,23.78,1.39,0.04,2.12,0.14,40.09,12.19,26.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8,0.0,0.0,0.0,0.0,0.0
NOR,2013,6,60.5,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.74,0.78,5.38,161.39,97.24,7.67,81.42,12.77,9.31,11.04,20.51,4.49,8.2,0.0,13.16,0.0,0.0,0.0,0.0
MEX,2018,9,25.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.56,0.58,8.95,268.59,87.44,13.93,77.76,21.69,16.85,19.27,32.16,16.13,9.46,0.0,22.31,0.0,0.0,0.0,0.0
MEX,2020,7,26.0,-101.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.42,2.38,73.92,88.26,12.28,57.63,25.57,14.85,20.21,38.07,17.4,12.64,0.0,27.28,0.0,0.0,0.0,0.0
NOR,2003,4,61.5,6.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.81,0.8,2.19,65.69,91.84,3.2,83.95,-1.12,-3.76,-2.44,6.07,-11.52,5.53,0.0,-3.71,0.0,0.0,0.0,0.0
NOR,2000,4,62.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.74,3.15,94.49,86.34,3.22,94.77,-3.69,-4.66,-4.17,3.95,-14.83,6.0,0.0,-4.5,0.0,0.0,0.0,0.0
MEX,2021,6,20.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.46,0.49,4.79,143.73,76.21,10.57,72.67,16.38,10.55,13.46,28.77,9.39,10.99,0.0,17.93,0.0,703.15,0.0,0.0
NOR,1987,7,61.5,7.5,27.16,8.41,11.34,0.0,15.48,0.0,0.0,0.0,0.0,70.52,0.0,28.0,0.91,0.81,0.79,4.17,129.4,89.18,6.35,82.48,8.29,5.3,6.8,19.76,-0.29,6.63,38.51,8.34,0.0,0.0,0.0,0.0
NOR,1996,6,61.5,10.5,26.4,10.75,12.18,0.0,20.49,0.0,0.0,0.0,0.0,71.02,0.0,29.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.79,0.0,0.0,0.0,0.0,0.0
MEX,2011,5,19.5,-100.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.39,0.24,0.55,17.09,82.0,9.1,46.64,23.49,9.16,16.33,36.13,13.23,16.61,0.0,25.96,0.0,0.0,0.0,0.0
MEX,2021,7,20.0,-105.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.97,0.95,12.65,392.0,99.8,18.85,79.03,28.03,24.02,26.02,30.72,25.06,2.15,0.0,28.95,0.0,0.0,0.0,0.0
NOR,2001,7,61.5,8.5,27.86,7.94,11.45,10.31,16.59,1.21,0.02,1.33,0.17,79.26,12.37,27.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.43,0.0,0.0,0.0,0.0,0.0
MEX,2011,8,23.5,-103.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.36,0.37,2.32,71.94,77.6,9.92,56.89,20.26,9.72,14.99,30.9,9.93,14.43,0.0,22.03,0.0,0.0,0.0,0.0
NOR,2005,9,62.0,10.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.63,0.66,1.92,57.71,90.96,5.7,87.75,5.91,3.89,4.9,15.07,-3.07,7.98,0.0,5.82,0.0,0.0,0.0,0.0
MEX,2010,5,23.5,-101.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.28,0.49,15.11,79.95,6.86,39.28,21.82,4.1,12.96,34.76,5.31,18.18,0.0,24.77,0.0,0.0,0.0,0.0
MEX,2018,7,24.0,-97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.52,0.48,0.83,25.7,101.5,19.39,79.56,28.66,24.79,26.72,30.06,27.1,0.83,0.0,28.92,0.0,0.0,0.0,0.0
NOR,2020,7,60.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.74,0.77,5.56,172.38,91.21,6.62,80.46,9.74,6.14,7.94,20.87,0.96,8.43,0.0,10.26,0.0,0.0,0.0,0.0
NOR,2006,12,60.0,9.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.87,0.85,2.61,81.0,93.72,3.75,97.71,-0.97,-1.4,-1.19,5.12,-8.36,4.18,0.0,-1.27,0.0,0.0,0.0,0.0
NOR,2010,1,62.5,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.76,0.77,1.14,35.41,91.64,1.3,93.01,-14.23,-15.55,-14.89,-2.28,-30.98,5.28,0.0,-17.32,0.0,0.0,0.0,0.0
NOR,2020,1,62.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.7,0.73,1.28,39.64,90.73,2.8,98.56,-5.02,-5.59,-5.3,0.46,-14.56,5.16,0.0,-5.56,0.0,0.0,0.0,0.0
MEX,2022,5,23.5,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.32,0.63,19.4,82.38,9.45,52.29,23.13,9.2,16.16,37.09,10.88,18.38,0.0,25.66,0.0,0.0,0.0,0.0
NOR,2019,1,61.5,8.5,20.06,0.47,0.82,2.77,1.05,0.06,0.0,0.01,0.56,74.03,0.64,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0
MEX,2010,9,22.0,-101.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.49,0.49,2.03,61.02,78.97,10.84,69.89,18.21,11.42,14.81,29.09,7.81,13.32,0.0,19.65,0.0,0.0,0.0,0.0
MEX,2023,11,20.5,-102.5,28.65,7.85,5.37,20.88,17.59,1.04,0.03,1.59,0.13,38.96,8.78,19.79,0.42,0.41,0.41,0.79,23.67,82.85,9.31,59.53,19.1,9.68,14.39,31.11,8.54,14.61,27.58,19.6,820.84,0.0,1390.97,0.0
NOR,2011,4,62.5,9.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.8,0.79,3.1,93.04,89.35,3.74,91.4,-0.59,-1.96,-1.27,4.71,-10.71,5.19,0.0,-1.76,0.0,0.0,0.0,0.0
MEX,2011,9,20.0,-97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.87,0.86,5.53,166.02,88.06,13.22,83.13,19.31,15.83,17.57,27.65,9.43,9.31,0.0,18.99,0.0,0.0,0.0,0.0
MEX,2010,8,25.5,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.55,0.56,0.76,23.53,92.61,15.01,70.28,25.45,18.96,22.21,33.87,19.17,10.64,0.0,25.88,0.0,0.0,0.0,0.0
MEX,2017,8,21.5,-100.5,30.64,10.38,7.93,20.26,22.92,1.43,0.04,2.64,0.14,47.44,12.55,27.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
NOR,2005,9,59.5,10.5,27.65,4.56,4.58,13.07,9.83,0.6,0.01,0.51,0.11,71.92,6.31,14.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,0.0,0.0,0.0,0.0
NOR,1991,2,61.5,9.5,18.61,1.74,1.88,0.0,3.97,0.0,0.0,0.0,0.0,43.51,0.0,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77,0.0,0.0,0.0,0.0,0.0
MEX,2013,1,21.5,-106.5,31.76,6.99,6.24,16.51,15.09,0.9,0.02,1.33,0.06,59.56,8.47,18.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.25,0.0,0.0,0.0,0.0,0.0
MEX,2015,2,25.0,-103.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.52,0.52,2.18,60.95,85.04,6.37,59.31,13.78,4.48,9.13,29.53,1.59,15.28,0.0,14.3,0.0,0.0,0.0,0.0
NOR,1996,1,60.5,10.5,20.45,0.61,0.92,0.0,1.16,0.0,0.0,0.0,0.0,49.48,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0
